datetime,Global_active_power,dayofweek,month,is_weekend
2008-09-21,1.0646319444444443,6,9,1
2008-09-22,0.9434472222222223,0,9,0
2008-09-23,0.8561027777777778,1,9,0
2008-09-24,1.193298611111111,2,9,0
2008-09-25,0.7855694444444444,3,9,0
2008-09-26,0.9940625000000001,4,9,0
2008-09-27,1.4773930555555554,5,9,1
2008-09-28,1.2021555555555556,6,9,1
2008-09-29,1.0428736111111112,0,9,0
2008-09-30,0.9548652777777779,1,9,0
2008-10-01,1.3002527777777777,2,10,0
2008-10-02,0.9342652777777778,3,10,0
2008-10-03,1.1198472222222222,4,10,0
2008-10-04,1.4586777777777777,5,10,1
2008-10-05,1.0763541666666667,6,10,1
2008-10-06,0.9887374999999999,0,10,0
2008-10-07,1.1990055555555554,1,10,0
2008-10-08,1.2920666666666667,2,10,0
2008-10-09,1.3775569444444444,3,10,0
2008-10-10,1.0544013888888888,4,10,0
2008-10-11,1.1592958333333334,5,10,1
2008-10-12,1.3249583333333335,6,10,1
2008-10-13,1.015261111111111,0,10,0
2008-10-14,1.1174,1,10,0
2008-10-15,1.4978444444444445,2,10,0
2008-10-16,1.0997777777777777,3,10,0
2008-10-17,1.296448611111111,4,10,0
2008-10-18,1.5549930555555556,5,10,1
2008-10-19,1.3693986111111112,6,10,1
2008-10-20,1.158023611111111,0,10,0
2008-10-21,1.433136111111111,1,10,0
2008-10-22,1.1430625,2,10,0
2008-10-23,1.2711763888888887,3,10,0
2008-10-24,1.4814069444444444,4,10,0
2008-10-25,1.0903049391553328,5,10,1
2008-10-26,0.36353611111111106,6,10,1
2008-10-27,0.36381388888888894,0,10,0
2008-10-28,0.9217291666666666,1,10,0
2008-10-29,1.1198444444444444,2,10,0
2008-10-30,0.7629166666666666,3,10,0
2008-10-31,0.892938888888889,4,10,0
2008-11-01,0.5767347222222222,5,11,1
2008-11-02,0.6323708333333333,6,11,1
2008-11-03,0.5886111111111111,0,11,0
2008-11-04,1.0849416666666667,1,11,0
2008-11-05,2.177034722222222,2,11,0
2008-11-06,1.1030819444444444,3,11,0
2008-11-07,1.1244333333333334,4,11,0
2008-11-08,1.2035680555555555,5,11,1
2008-11-09,1.7906513888888889,6,11,1
2008-11-10,1.4587726638772665,0,11,0
2008-11-11,1.7055208333333332,1,11,0
2008-11-12,1.5205104311543811,2,11,0
2008-11-13,0.8600416666666667,3,11,0
2008-11-14,1.1262069444444445,4,11,0
2008-11-15,2.105297222222222,5,11,1
2008-11-16,1.642661111111111,6,11,1
2008-11-17,1.0580805555555555,0,11,0
2008-11-18,1.2146180555555555,1,11,0
2008-11-19,1.2779430555555555,2,11,0
2008-11-20,1.1752333333333334,3,11,0
2008-11-21,1.162451388888889,4,11,0
2008-11-22,1.18845,5,11,1
2008-11-23,2.36645170257123,6,11,1
2008-11-24,2.231248611111111,0,11,0
2008-11-25,1.8769791666666666,1,11,0
2008-11-26,1.0527458333333333,2,11,0
2008-11-27,1.6404291666666666,3,11,0
2008-11-28,1.3096972222222223,4,11,0
2008-11-29,1.6907416666666668,5,11,1
2008-11-30,1.6676305555555555,6,11,1
2008-12-01,1.1225958333333332,0,12,0
2008-12-02,1.2454472222222222,1,12,0
2008-12-03,1.218863888888889,2,12,0
2008-12-04,1.2073874999999998,3,12,0
2008-12-05,1.4295958333333334,4,12,0
2008-12-06,1.7526638888888888,5,12,1
2008-12-07,1.7130138888888888,6,12,1
2008-12-08,1.297663888888889,0,12,0
2008-12-09,1.3910722222222223,1,12,0
2008-12-10,1.540890510948905,2,12,0
2008-12-11,0.9948069444444444,3,12,0
2008-12-12,1.2607875,4,12,0
2008-12-13,1.3543725943033103,5,12,1
